username;Sentiment;content
Uram0501;Positif; kalau rugi terus pertamina  tenderkan saja ke swasta atau atmp sekalian diwajiban menyediakan bbm nya juga  dgn harga terjangkau untuk setiap ron nya murah tapi penjual masih untung  pemerintah tinggal kontrol harga ngak perlu subsidi 
Konfrontasi_co;Negatif;harga bbm naik  tarif kargo pengiriman barang ikut terkerek 
P_Eneste;Negatif; turun ke jalan  demo bbm naik         akhir bu megawati harga premium itu rp       liter       akhir pak sby harga premium rp       liter  kenaikan      lebih   pertalite      l  akhir pak jkw pertalite rp       liter  naik      mau demo       zany face 
FahrezySh;Negatif;kami mendengar dan merasa jeritanmu  tapi tidak pake nangis seluruh kader pdemokrat menolak kenaikan harga bbm         
HasanBasri_RA;Negatif; dulu waktu masa pak  bbm naik tdk setuju katanya ibu org pintar tarik subsidi  program blt katanya ibu menjatuhkan harga dri masyarakat  kata bapak tdk setuju juga program blt dan balsem  grinning face   lahh sekarang berarti itu program masa pak  dong  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing   clapping hands  clapping hands 
Zyanpatra;Positif;pemkab cianjur salurkan blt dampak kenaikan harga bbm 
Deww0602;Negatif;memang sudah niatnya ambil duit dari rakyat  dalih subsidi besar  giliran rakyat  mau bantu pemerintah biar ga beli  bbm pertamina yg katanya gede subsidinya  beralih ke vivo yg lebih murah dilarang upside down face   disuruh naikin harga  ketahuan niat ga bener kalian 
rahmabalci;Negatif;di turki bbm non subsidi semua minyak dunia anjlok td ngecek di pom  harga jg turun
CangkemRusak2;Negatif; saya gx benci cuma keputusan naiknya bbm untuk rakyat perkotaan masih oke bagaimana kami di pelosok negeri pertalite bisa   rb jual beras sekilo gx dapet pertalite seliter subsidi pupuk dicabut harga hasil pertanian jalan ditempat blt bbm gx kan cukup menutupi semua 
muriamuid;Negatif;dpd imm jateng tolak kenaikan harga bbm 
mukidi_dungu;Negatif;   hidup makin sulit  kok harga bbm makin malah naik   dianya kepingin jadi presiden  eh kita kita disuruh menyelam dalam air  mati donk 
Bongkar2_07;Negatif;cebong bahagia dengan kenaikan harga bbm  rolling on the floor laughing  
Gardu85;Positif;senyum anak anak pelajar kepulauan bangka belitung yang bahagia melihat dampak penyesuaian harga bbm     
mediaindonesia;Negatif;polda metro jaya menyiagakan       personel untuk mengamankan aksi demo menolak kenaikan harga bbm di jakarta hari ini  jumat           sumber  
follbackdmaja;Negatif;harga pangan naik  bbm naik  tau tau yang turun nabi isa     moai 
fadh_95;Negatif; memang semua rakyat menolak kenaikan bbm karna  imbasny harga bahan pokok jadi melonjak
yudiwiran;Negatif;sama seperti memilih antara  naik atau turun kan harga bbm   padahal ada cara lain untuk keluar dari labirin  yaitu dengan cara  bertanya     kenapa begitu     gt  oh bagaimana kalau begini  reason  a  b dst   
kucingkaiden;Negatif; saya tau dia kesel harga bbm naik  tp liat itu bangsaatt yg lg di spbu jg banyak org yg lg cari nafkah dan ditungguin keluarganya di rumah   lu salah sasaran anjingg
Humaspolressbg_;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
abdulzaki_d;Positif;materi   keberlanjutan ekonomi pasca penyesuaian harga bbm terhadap perekonomian di indonesia  diskusi ini akan diselenggarakan pada     tear off calendar  sabtu     september       watch        wib s d selesai  round pushpin  aula iptek sengkaling kuliner malang
abdulzaki_d;Positif;bersama pemateri       dr  nazaruddin malik  se     wakil rektor   umm  materi   urgensi penyesuaian harga bbm terhadap apbn tahun         ali muthohirin   m h   komisaris independen pt  adhi persada beton bumn 
abdulzaki_d;Positif;focus group discussion  urgensi penyesuaian harga bbm  analisis kebijakan bbm terhadap apbn tahun        live youtube cangkir opini   
HalaMegawati;Negatif;kami kader demokrat menolak dengan tegas kenaikan harga bbm        
agomes_taafnam;Negatif;terima kasih banyak pak  berkat kebaikan dan kemuliaan hati bapak menaikkan harga bbm omzet dagang penjualan saya turun drastis menuju level yang paling sepi penjualannya  sekali lagi terima kasih saya ucapkan  anda memang sangat luar biasa    rakyat menjerit
otosia;Netral;cari motor listrik seharga rp    juta  ini pilihannya  peralihan ke motor listrik makin menarik seiring dengan kenaikan harga bbm  berikut pilihan motor listrik seharga rp    jutaan atau kurang   
Asri3Asri;Negatif; ya sama lah pks pun berjuang sendiri di tengah gempuran partai  pendukung king of lip service   dan psi mungkin sudah kenyang dengan kenaikan harga bbm face with tears of joy  face with tears of joy 
icecubeholic777;Negatif;hari ini  semesta ngasih aku banyak pelajaran  semenjak harga bbm naik  mulai mikir dan mulai hitung an soal ongkos bolak balik rumah kantor  anyway jarak dr rumah ke kantor sekitar  gt   km 
rizki_reza24;Negatif;anies diperiksa kpk media liput demo menolak kenaikan harga bbm di berbagai daerah media luput
timescoid;Negatif;wakil ketua dprd surabaya a h tony surabaya  menilai kebijakan pemerintah menaikkan harga bbm bersubsidi menimbulkan kejutan ekonomi  economy shock  bagi masyarakat      
antaranews;Negatif;ketua ipcn  beni syarifudin mengatakan kenaikan harga bbm membuat pengusaha harus menyesuaikan kebijakan baru terkait biaya pengiriman kepada pelanggan  
kimcipedes;Positif;kegiatan bakti sosial polsek ibun dalam rangka meringankan beban ekonomi masyarakat paska kenaikan harga bbm     
kapten_imel;Netral; face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  dah lama nggak ngakak sepuas ini sejak kenaikan harga bbm   makasih buat thread maker  thumbs up  
SatbrimobdaGor1;Negatif;personel brimob polda gorontalo dikerahkan untuk menjaga dan mengamankan aksi unjuk rasa mahasiswa  menolak kenaikan harga bbm    jum at              
lilikprasaja;Positif;kutbah jumat tadi di salah satu masjid terkesan membaca teks yg isinya menenangkan umat akan kenaikan harga bbm  mengajak pasrah terhadap keputusan pemerintah  dan meyakini rejeki sudah diatur  namun tidak disertai argumen yg meyakinkan  grinning face with smiling eyes 
fajaronline;Negatif;demokrat jawa barat tolak kenaikan harga bbm  anton sukartono  kalau menaikkannya sekian perak ya oke  
detakkaltim;Negatif;wagub kaltim temui demonstran penentang kenaikan harga bbm  lewat 
BlackSh4d;Negatif;penguasa dzalim itu ketika kebijakannya tidak sesuai dng tuntunan islam  apapun itu  contoh kebijakan dzalim adalah menjual bbm dgn harga mahal pada rakyat   masih  
kumparan;Negatif;dewan pimpinan daerah partai keadilan sejahtera   dpd pks  kabupaten indramayu menolak kenaikan harga bahan bakar minyak  bbm    
bimantara146;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm  polres kediri bersama dengan tni dan dishub kabupaten kediri melasakanan bakti sosial dengan membagikan        
deliknewscom;Positif;polres gayo lues bagikan     paket sembako untuk warga terdampak penyesuaian harga bbm 
okezonenews;Positif;webinar partai perindo  alasan pemerintah ambil keputusan naikkan harga bbm    
bukitalami;Negatif; apa mrk termasuk yg terdampak buruk akibat kenaikan harga bbm dan yg lainnya 
JuniasSitohang;Negatif;  koruptor  lalu turun kan harga bbm
OposisiCerdas;Netral;malaysia nikmati harga bbm jauh lebih murah rp       per liter  indonesia diwarnai demo bbm naik 
akuratco;Negatif;hujan deras yang mengguyur wilayah jakarta pusat  tak menyurutkan semangat para mahasiswa muhammadiyah lakukan aksi tolak kenaikan harga bbm bersubsidi  
pindahandari_IG;Negatif;klau sj ak jd pnguasa  bbm kn ku naikkan mnjd   k   k  tak ap jika ku didemo  aku msh bisa diam dan bodoamat  toh mreka smua akan cape sndiri  diam dan bkal terbiasa dgn harga yg baru  sngguh pmrintahan yg ku pimpin sngat kejamm dn tak peduli sma rkyat 
eradotid;Negatif;massa aksi tolak kenaikan harga bbm merobohkan pagar dprd kota bogor  diman sutini era id  
ngopipanas;Positif;puan maharani harusnya turun ke jalan memimpin mahasiswa tolak kenaikan harga bbm 
glensonpongo;Positif;kami ntt yg kalian cap provinsi termiskin sedikit pun kami tdk terganggu dengan naikx harga bbm makax jangan trlalu merendahkan orang kerja  kerja dan kerja
andi_hpattera;Negatif;bbm naik pegawai bumn dijanjiin mentrinya gaji dinaikkin  pegawai pemerintah mgk sebentar lg jg dijanjiin penyesuaian   pemilik perush menyesuaikan diri dgn menaikkan harga jg krn tuntutan karyw you naik gaji   trs pedagang mgk paling  ngemplang pajak lalu rakyat kecil  
GoposId;Negatif;momen kocak terjadi saat demo kenaikan harga bbm di provinsi gorontalo  seorang emak emak ikut turun langsung saat pelaksanaan aksi demo yang berlangsung di bundaran saronde  kota gorontalo  jumat               emak   
poetut_preneur;Negatif;membaca tread bang fadli  yg bukan ekonom meski pusing  yg lebih pusing lagi  bbm katanya di subsidi makanya naik  orang beralih ke spbu lain misal vivo selisih harga    perak ga beban negara   kaya agak bego masyarakat  beli pertalite untuk mobil srasa makan jatah rakyat kecil  
WiwidYusuf;Negatif;aksi penolakan kenaikan harga bbm  bogor yang sejuk  kini memanas    mmc news   kenaikan harga bbm membuat masyarakat lintas aliansi ramai ramai menolak dengan melakukan aksi  tak terkecuali masyarakat bogor yang tergabung dalam     
glensonpongo;Positif;ntt memang beda di pulau jawa dan beberap tempat lain orang sibuk demo menolak bbm ntt asyik dengan liga   el tari memorial cup  ini kami orang ntt mau bilang mau naik harga berapa pun kami ntt tidak akan demo  
FnandoSidabutar;Negatif;  elite pd kamhar lakumani mengungkit elite pdip menangis saat menyampaikan penolakan kenaikan harga bbm pada era presiden sby  adian napitupulu balas pakai data        
economiczone_id;Negatif;mitigasi risiko  btn pastikan kinerja on track  pt bank tabungan negara  persero  tbk  menyebutkan perseroan telah melakukan berbagai langkah mitigasi untuk mengantisipasi kenaikan suku bunga the fed  harga bahan bakar minyak  bbm   serta tren  
KilatNusantara;Positif;focus group discussion dengan tema kebijakan penyesuaian subsidi harga bbm dan penyaluran bantalan sosial di polda kepri 
FBINEWS_1;Positif;masyarakat terdampak penyesuaian harga bbm terima bansos dari polres blitar   fbinews jatim 
A_9174_N;Netral; cabut aja semua subsidi bbm biar ke depan sdh tdk ada lagi demo bbm dan tdk ada lagi kenaikan harga bbm  wkwkwkdrunseseknapas
CangkemRusak2;Negatif; iya itu mereka mas buat kami orang pelosok kini harus beli pertalite      pertamak      harga jual hasil kami tetep bahkan turun karet jengkol beras dll petani padi menangis terus mas subsidi pupuk dicabut bbm naik harga beras tetap     kg kalau naik pemerintah impor 
b0mflip;Netral;random bgt tp lg pgn muter muter alun alun aja habisin bensin  meski harga bbm lgi maham huftt
muslimahnewscom;Positif;dalam islam  semua warga  baik muslim ataupun nonmuslim  miskin ataupun kaya  berhak mendapatkan pelayanan dan jaminan hidup  seperti pendidikan  kesehatan  listrik  air bersih  termasuk bbm berkualitas dengan harga yang sangat ekonomis bahkan gratis 
FnandoSidabutar;Negatif; adian napitupulu  sebelum demo belajar matematika dulu  jaman sby menaikan harga bbm lebih mahal ketimbang era jokowi   partai demokrat diminta belajar matematika dulu  baru demo       
byzone36;Netral; harga apa yang kagak naek saat bbm naik
IndyPutrrr;Positif;peduli warga terdampak kenaikan harga bbm  kapolres subang bagikan     paket sembako pada nelayan legonkulon  
ZainalA25403201;Negatif; ibu ini paling benci harga bbm naik  sampai nangis 
henjosipan67;Negatif;  biaya poligami lbh tinggi dari harga bbm loh
rahman_tgt;Negatif;pemerintah naikin harga bbm   ribuan  travel ancalong naikin hrga    rbu  face with tears of joy   emang benar kta ustadz kmi  pemerintah yg jahat lahir dri masyarkat yg juga jahat  krena sekelompok singa tdk akan dipimpin oleh tikus got  kcuali yg dipimpinnya juga tikus tikus got         
RzakAhmad;Negatif; alhamdulillah setelah usai demo  harga bbm dpt diturun kn     logikanya di mana pak ustaz 
hajinewsonline;Negatif;jokowi harus segera cabut kenaikan harga bbm  bahaya mengancam eksistensi pemerintahan di akhir masa jabatannya 
_rakyatmerdeka;Negatif;pasca penyesuaian harga bbm ganjar turunkan suku bunga kredit bank jateng untuk pedagang pasar umkm  
samsonsamsudin;Negatif;banyak usaha umkm dan sebagian korporasi yg kolaps selama pandemi baru saja berusaha bangkit lagi   eh tiba tiba di pukul uppercut dengan kenaikan harga bbm   sadis 
RMOLJatim_id;Negatif;sengsarakan rakyat  dpc demokrat gresik tegaskan sikap tolak kenaikan harga bbm  dpc partai demokrat gresik menyatakan sikap penolakan terhadap kenaikan harga bbm bersubsidi  sebagai bentuk komitmen partai penyeimbang  bukan partai pendukung pemerintah    
henjosipan67;Negatif; suara pks itu kayak kentut  begitu dikeluarkan langsung dilupakan  zaman pepo mereka ngotot menaikkan harga bbm  sekarang sdh dilupakan  nih buktinya 
MatrangaDorothy;Negatif;link tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur 
viridisclovers;Netral; emng harganya segitu beb     keluargaku juga kirim selembar kerjas aja   an  itu sebelum bbm naik  kita gak tau lagi harga selanjutnya gimana jadi jangan diharap lah dapat subsidi gede kalau bukan jabodetabek
Muhtar67542404;Negatif; hidup mahasiswa  turunkan harga bbm 
CNNIndonesia;Positif;penumpang mhingga krl melonjak usai harga bbm naik 
bimantara146;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm  polres kediri bersama dengan tni dan dishub kabupaten kediri melasakanan bakti sosial dengan membagikan     paket    
FiqiARY;Negatif;partai demokrat berkoalisi dengan rakyat tegas menolak kenaikan harga bbm    
sepakatgue;Negatif; oalah iya jg si  tp perlu liat jg si temennya kek gimana  ya klo circle mainnya cm di warkop tempat aki aki pada ngobrolin kehidupan sosial  harga bbm naik  politik  agama dan lain lain kenapa harus khawatir ya wkwk
bambang_hbs;Negatif;masyarakat yang merasakan secara langsung dampak dari kenaikan harga bbm tersebut  dampak kenaikan bbm mulai dirasakan masyarakat  salah satunya dalam hal kenaikan tarif angkutan umum   masyarakat yang menggunakan angkutan umum seperti ojek online  ojol  
wahyu_djanti88;Negatif; awas ntar di usir ke jepang loh buk  beda ma konoha inflasi hanya di anggap angin lalu  bahkan menambah lagi dg kenaikan harga bbm subsidi atas nama apbn jebol  yaa rob 
02_tengah;Negatif;babinsa pekunden koramil smrg tengah monitoring aksi demo menolak kenaikan harga bbm yg peserta berkumpul di seputaran simpang lima 
Harjuna_Winanga;Negatif;sebab  kata    masyarakat yg merasakan secara langsung dampak dari kenaikan harga bbm tersebut  dampak kenaikan bbm mulai dirasakan masyarakat  salah satunya dalam hal kenaikan tarif angkutan umum 
bambang_hbs;Netral;memberikan tanggapan dan pandangannya terkait subsidi harga bbm petrol     oktan     yang ada di malaysia dan subsidi harga bbm pertalite oktan    yang ada di indonesia   hasil pengecekan di malaysia harga petrol    dengan oktan yang setara dengan pertamax plus dibanderol
bambang_hbs;Netral;pemerintah terbuka terhadap harga subsidi bbm jenis pertalite jika dibandingkan dengan subsidi bbm jenis petrol    yang ada di malaysia   hal itu penting untuk dijelaskan secara rinci oleh pemerintah agar tak ada yang ditutupi  pengamat kebijakan publik bambang haryo telah
bambang_hbs;Netral;membandingkan harga bbm subsidi dengan negara lain yang akhirnya banyak diteruskan pendukung pemerintah di media media sosial   belakangan  marak di media sosial soal harga bbm di malaysia yang disebut lebih murah dari indonesia  senator dpd ri h  bambang santoso  ma mendorong
fajaronline;Negatif;walkout saat rapat paripurna lalu turun demo  pks ajak gibran tolak kenaikan harga bbm  
Iskandarisman;Negatif;naiknya harga bbm dan kebutuhan lain kian hari kian menarik diri ke tingkat kecemasan seperti saat keran covid dibuka blak blakan  niat hati tak mau tuding sana sini  tp bukan berarti gak berharap harga pada turun dan gaji melonjak drastis   
